subset,split,code,script,name,family,words,documents,utf8_bytes,utf8_bytes_human,parquet_bytes,parquet_bytes_human,bible_ratio,wiki_ratio
lin_Latn,train,lin,Latn,Lingala,Niger-Congo,11233848,21473,60739787,57.93MB,26821948,25.58MB,0.169,0.034
lin_Latn,test,lin,Latn,Lingala,Niger-Congo,100795,208,548197,535.35KB,262436,256.29KB,-,-
lin_Latn_removed,train,lin,Latn,Lingala,Niger-Congo,-,8186637,6007724216,5.60GB,3316959755,3.09GB,-,-
lip_Latn,train,lip,Latn,Sekpele,Niger-Congo,38477,42,201823,197.09KB,83586,81.63KB,1.000,0.000
lip_Latn,test,lip,Latn,Sekpele,Niger-Congo,826,1,4461,4.36KB,6133,5.99KB,-,-
lip_Latn_removed,train,lip,Latn,Sekpele,Niger-Congo,-,55345,114999852,109.67MB,36509790,34.82MB,-,-
lis_Lisu,train,lis,Lisu,Lisu,Sino-Tibetan,1769,14,14324,13.99KB,12900,12.60KB,0.000,0.000
lis_Lisu_removed,train,lis,Lisu,Lisu,Sino-Tibetan,-,4328,9153565,8.73MB,2703718,2.58MB,-,-
lit_Latn,train,lit,Latn,Lithuanian,Indo-European,9132828961,13471965,60666590655,56.50GB,27650973813,25.75GB,-,-
lit_Latn,test,lit,Latn,Lithuanian,Indo-European,18610359,27694,123598322,117.87MB,57479868,54.82MB,-,-
lit_Latn_removed,train,lit,Latn,Lithuanian,Indo-European,-,32411196,60805771992,56.63GB,25601527126,23.84GB,-,-
liv_Latn,train,liv,Latn,Liv,Uralic,78882,159,479205,467.97KB,218734,213.61KB,0.000,0.648
liv_Latn,test,liv,Latn,Liv,Uralic,235,1,1897,1.85KB,13226,12.92KB,-,-
liv_Latn_removed,train,liv,Latn,Liv,Uralic,-,3564,21220994,20.24MB,3882228,3.70MB,-,-
ljp_Latn,train,ljp,Latn,Lampung Api,Austronesian,339649,529,1745869,1.66MB,661525,646.02KB,0.890,0.006
ljp_Latn,test,ljp,Latn,Lampung Api,Austronesian,2334,5,12138,11.85KB,10691,10.44KB,-,-
ljp_Latn_removed,train,ljp,Latn,Lampung Api,Austronesian,-,1563,2924866,2.79MB,947777,925.56KB,-,-
lki_Arab,train,lki,Arab,Laki,Indo-European,17581,73,140890,137.59KB,57656,56.30KB,0.000,0.096
lki_Arab_removed,train,lki,Arab,Laki,Indo-European,-,54991,111908416,106.72MB,29064589,27.72MB,-,-
llb_Latn,train,llb,Latn,Lolo,Niger-Congo,4403,13,24371,23.80KB,14865,14.52KB,0.923,0.000
llb_Latn_removed,train,llb,Latn,Lolo,Niger-Congo,-,11533,31118376,29.68MB,7829053,7.47MB,-,-
lld_Latn,train,lld,Latn,Ladin,Indo-European,659774,1307,3361562,3.21MB,1496114,1.43MB,0.002,0.107
lld_Latn,test,lld,Latn,Ladin,Indo-European,9302,15,47188,46.08KB,29265,28.58KB,-,-
lld_Latn_removed,train,lld,Latn,Ladin,Indo-European,-,7647,18464027,17.61MB,7586734,7.24MB,-,-
llg_Latn,train,llg,Latn,Lole,Austronesian,229067,153,1040179,1015.80KB,347658,339.51KB,1.000,0.000
llg_Latn,test,llg,Latn,Lole,Austronesian,7635,4,33878,33.08KB,16564,16.18KB,-,-
llg_Latn_removed,train,llg,Latn,Lole,Austronesian,-,1314,3626071,3.46MB,902249,881.10KB,-,-
lln_Latn,train,lln,Latn,Lele (Chad),Afro-Asiatic,4516,2,21689,21.18KB,13467,13.15KB,1.000,0.000
lln_Latn_removed,train,lln,Latn,Lele (Chad),Afro-Asiatic,-,13673,20069970,19.14MB,6312388,6.02MB,-,-
lmk_Latn,train,lmk,Latn,Lamkang,Sino-Tibetan,13880,12,70058,68.42KB,40351,39.41KB,0.250,0.000
lmk_Latn_removed,train,lmk,Latn,Lamkang,Sino-Tibetan,-,4378,30097097,28.70MB,6050949,5.77MB,-,-
lmo_Latn,train,lmo,Latn,Lombard,Indo-European,11839181,15040,56449402,53.83MB,27495262,26.22MB,0.000,0.573
lmo_Latn,test,lmo,Latn,Lombard,Indo-European,140708,146,676023,660.18KB,341613,333.61KB,-,-
lmo_Latn_removed,train,lmo,Latn,Lombard,Indo-European,-,1736992,1936779188,1.80GB,836337456,797.59MB,-,-
lmp_Latn,train,lmp,Latn,Limbum,Niger-Congo,174412,276,737167,719.89KB,240628,234.99KB,1.000,0.000
lmp_Latn,test,lmp,Latn,Limbum,Niger-Congo,1026,2,4403,4.30KB,6844,6.68KB,-,-
lmp_Latn_removed,train,lmp,Latn,Limbum,Niger-Congo,-,4048,1042655,1018.22KB,493830,482.26KB,-,-
lnd_Latn,train,lnd,Latn,Lundayeh,Austronesian,12649,16,58426,57.06KB,28293,27.63KB,0.375,0.000
lnd_Latn_removed,train,lnd,Latn,Lundayeh,Austronesian,-,888,615287,600.87KB,296729,289.77KB,-,-
lob_Latn,train,lob,Latn,Lobi,Niger-Congo,2093,5,11462,11.19KB,16248,15.87KB,0.600,0.000
lob_Latn_removed,train,lob,Latn,Lobi,Niger-Congo,-,53,470893,459.86KB,64764,63.25KB,-,-
loe_Latn,train,loe,Latn,Saluan,Austronesian,450,2,2170,2.12KB,9900,9.67KB,0.500,0.000
loe_Latn_removed,train,loe,Latn,Saluan,Austronesian,-,429,798648,779.93KB,284972,278.29KB,-,-
log_Latn,train,log,Latn,Logo,Nilo-Saharan,3353,5,18837,18.40KB,12705,12.41KB,0.800,0.000
log_Latn_removed,train,log,Latn,Logo,Nilo-Saharan,-,11,10024,9.79KB,15206,14.85KB,-,-
lok_Latn,train,lok,Latn,Loko,Niger-Congo,926,1,4586,4.48KB,5595,5.46KB,1.000,0.000
lok_Latn_removed,train,lok,Latn,Loko,Niger-Congo,-,285,510850,498.88KB,94078,91.87KB,-,-
lol_Latn,train,lol,Latn,Mongo,Niger-Congo,644,3,3739,3.65KB,12438,12.15KB,1.000,0.000
lol_Latn_removed,train,lol,Latn,Mongo,Niger-Congo,-,2229,4321063,4.12MB,913171,891.77KB,-,-
lom_Latn,train,lom,Latn,Loma (Liberia),Niger-Congo,2890,12,13640,13.32KB,19096,18.65KB,0.917,0.000
lom_Latn_removed,train,lom,Latn,Loma (Liberia),Niger-Congo,-,51,55604,54.30KB,30053,29.35KB,-,-
loq_Latn,train,loq,Latn,Lobala,Niger-Congo,54487,51,307347,300.14KB,109587,107.02KB,1.000,0.000
loq_Latn_removed,train,loq,Latn,Lobala,Niger-Congo,-,46,187394,183.00KB,74596,72.85KB,-,-
loz_Latn,train,loz,Latn,Lozi,Niger-Congo,3247891,3699,16333607,15.58MB,6310352,6.02MB,0.694,0.001
loz_Latn,test,loz,Latn,Lozi,Niger-Congo,19251,33,99564,97.23KB,57430,56.08KB,-,-
loz_Latn_removed,train,loz,Latn,Lozi,Niger-Congo,-,37969,47375722,45.18MB,18820410,17.95MB,-,-
lrc_Arab,train,lrc,Arab,Northern Luri,Indo-European,20359,112,163143,159.32KB,70016,68.38KB,0.000,0.161
lrc_Arab,test,lrc,Arab,Northern Luri,Indo-European,170,1,1690,1.65KB,12705,12.41KB,-,-
lrc_Arab_removed,train,lrc,Arab,Northern Luri,Indo-European,-,70252,122106871,116.45MB,36877725,35.17MB,-,-
lsi_Latn,train,lsi,Latn,Lashi,Sino-Tibetan,79886,51,283247,276.61KB,99000,96.68KB,0.902,0.000
lsi_Latn_removed,train,lsi,Latn,Lashi,Sino-Tibetan,-,580,3180939,3.03MB,1164170,1.11MB,-,-
lsm_Latn,train,lsm,Latn,Saamia,Niger-Congo,194290,269,1227251,1.17MB,454299,443.65KB,0.974,0.000
lsm_Latn,test,lsm,Latn,Saamia,Niger-Congo,416,1,2670,2.61KB,16181,15.80KB,-,-
lsm_Latn_removed,train,lsm,Latn,Saamia,Niger-Congo,-,705,2864622,2.73MB,625242,610.59KB,-,-
ltg_Latn,train,ltg,Latn,Latgalian,Indo-European,5252618,10010,32321727,30.82MB,15924791,15.19MB,0.000,0.023
ltg_Latn,test,ltg,Latn,Latgalian,Indo-European,53481,110,330321,322.58KB,168853,164.90KB,-,-
ltg_Latn_removed,train,ltg,Latn,Latgalian,Indo-European,-,1228155,1345827999,1.25GB,548122821,522.73MB,-,-
ltz_Latn,train,ltz,Latn,Luxembourgish,Indo-European,179951556,354553,1051196381,1002.50MB,490695178,467.96MB,0.000,0.063
ltz_Latn,test,ltz,Latn,Luxembourgish,Indo-European,1921357,3936,11230086,10.71MB,5398313,5.15MB,-,-
ltz_Latn_removed,train,ltz,Latn,Luxembourgish,Indo-European,-,2958418,3336826362,3.11GB,1447685898,1.35GB,-,-
lua_Latn,train,lua,Latn,Luba-Lulua,Niger-Congo,2702483,2332,14887137,14.20MB,5365356,5.12MB,0.835,0.000
lua_Latn,test,lua,Latn,Luba-Lulua,Niger-Congo,47800,30,261379,255.25KB,105946,103.46KB,-,-
lua_Latn_removed,train,lua,Latn,Luba-Lulua,Niger-Congo,-,207784,45005644,42.92MB,37137362,35.42MB,-,-
lub_Latn,train,lub,Latn,Luba-Katanga,Niger-Congo,2282490,2891,13021503,12.42MB,5077640,4.84MB,0.999,0.000
lub_Latn,test,lub,Latn,Luba-Katanga,Niger-Congo,25894,25,147545,144.09KB,63361,61.88KB,-,-
lub_Latn_removed,train,lub,Latn,Luba-Katanga,Niger-Congo,-,31181,64204710,61.23MB,20893109,19.93MB,-,-
luc_Latn,train,luc,Latn,Aringa,Nilo-Saharan,88543,78,564720,551.48KB,171754,167.73KB,0.962,0.000
luc_Latn_removed,train,luc,Latn,Aringa,Nilo-Saharan,-,50,280999,274.41KB,89954,87.85KB,-,-
lud_Latn,train,lud,Latn,Ludian,Uralic,5567,3,35769,34.93KB,25298,24.71KB,0.000,0.000
lud_Latn_removed,train,lud,Latn,Ludian,Uralic,-,2160,5906300,5.63MB,1408269,1.34MB,-,-
lue_Latn,train,lue,Latn,Luvale,Niger-Congo,287290,360,1921572,1.83MB,702737,686.27KB,0.964,0.000
lue_Latn,test,lue,Latn,Luvale,Niger-Congo,2867,4,19256,18.80KB,18738,18.30KB,-,-
lue_Latn_removed,train,lue,Latn,Luvale,Niger-Congo,-,388049,828361747,789.99MB,416147233,396.87MB,-,-
lug_Latn,train,lug,Latn,Ganda,Niger-Congo,12318633,35503,82898772,79.06MB,38328734,36.55MB,0.081,0.005
lug_Latn,test,lug,Latn,Ganda,Niger-Congo,106875,365,736747,719.48KB,366156,357.57KB,-,-
lug_Latn_removed,train,lug,Latn,Ganda,Niger-Congo,-,384072,110446207,105.33MB,89047403,84.92MB,-,-
lun_Latn,train,lun,Latn,Lunda,Niger-Congo,9904,14,68655,67.05KB,40081,39.14KB,0.714,0.000
lun_Latn_removed,train,lun,Latn,Lunda,Niger-Congo,-,70553,158833417,151.48MB,48889194,46.62MB,-,-
luo_Latn,train,luo,Latn,Luo (Kenya and Tanzania),Nilo-Saharan,1969599,2698,9703111,9.25MB,4063651,3.88MB,0.490,0.005
luo_Latn,test,luo,Latn,Luo (Kenya and Tanzania),Nilo-Saharan,21125,35,105286,102.82KB,52914,51.67KB,-,-
luo_Latn_removed,train,luo,Latn,Luo (Kenya and Tanzania),Nilo-Saharan,-,193367,129095479,123.12MB,64209917,61.24MB,-,-
lus_Latn,train,lus,Latn,Lushai,Sino-Tibetan,48966586,90564,232200665,221.44MB,102022499,97.30MB,0.005,0.002
lus_Latn,test,lus,Latn,Lushai,Sino-Tibetan,485020,983,2301110,2.19MB,1050744,1.00MB,-,-
lus_Latn_removed,train,lus,Latn,Lushai,Sino-Tibetan,-,161726,140377630,133.87MB,62322351,59.44MB,-,-
lvs_Latn,train,lvs,Latn,Standard Latvian,Indo-European,5371151279,8030316,35823658462,33.36GB,15786398599,14.70GB,-,-
lvs_Latn,test,lvs,Latn,Standard Latvian,Indo-European,15139347,22185,101326706,96.63MB,45672154,43.56MB,-,-
lvs_Latn_removed,train,lvs,Latn,Standard Latvian,Indo-European,-,26626345,39570725734,36.85GB,17311720568,16.12GB,-,-
lwg_Latn,train,lwg,Latn,Wanga,Niger-Congo,34607,56,212771,207.78KB,95102,92.87KB,0.107,0.000
lwg_Latn_removed,train,lwg,Latn,Wanga,Niger-Congo,-,1876,5204252,4.96MB,1425483,1.36MB,-,-
lwo_Latn,train,lwo,Latn,Luwo,Nilo-Saharan,85311,52,394642,385.39KB,141325,138.01KB,1.000,0.000
lwo_Latn_removed,train,lwo,Latn,Luwo,Nilo-Saharan,-,1074,27414256,26.14MB,2771009,2.64MB,-,-
lww_Latn,train,lww,Latn,Lewo,Austronesian,203992,127,992871,969.60KB,328082,320.39KB,0.858,0.000
lww_Latn,test,lww,Latn,Lewo,Austronesian,2965,2,14412,14.07KB,9650,9.42KB,-,-
lww_Latn_removed,train,lww,Latn,Lewo,Austronesian,-,210,526934,514.58KB,212144,207.17KB,-,-
lzh_Hani,train,lzh,Hani,Literary Chinese,Sino-Tibetan,2381287,558,7876506,7.51MB,4155150,3.96MB,0.000,0.104
lzh_Hani,test,lzh,Hani,Literary Chinese,Sino-Tibetan,31417,9,98869,96.55KB,70508,68.86KB,-,-
lzh_Hani_removed,train,lzh,Hani,Literary Chinese,Sino-Tibetan,-,3608948,953617789,909.44MB,758467038,723.33MB,-,-
maa_Latn,train,maa,Latn,San Jerónimo Tecóatl Mazatec,Otomanguean,603729,754,4050067,3.86MB,1237529,1.18MB,0.977,0.000
maa_Latn,test,maa,Latn,San Jerónimo Tecóatl Mazatec,Otomanguean,9667,10,63850,62.35KB,26001,25.39KB,-,-
maa_Latn_removed,train,maa,Latn,San Jerónimo Tecóatl Mazatec,Otomanguean,-,1342,2073684,1.98MB,623839,609.22KB,-,-
mad_Latn,train,mad,Latn,Madurese,Austronesian,448657,582,2595486,2.48MB,1045226,1020.73KB,0.342,0.364
mad_Latn,test,mad,Latn,Madurese,Austronesian,2878,4,16068,15.69KB,17525,17.11KB,-,-
mad_Latn_removed,train,mad,Latn,Madurese,Austronesian,-,169564,403486250,384.79MB,122144632,116.49MB,-,-
maf_Latn,train,maf,Latn,Mafa,Afro-Asiatic,3897,4,16283,15.90KB,15505,15.14KB,1.000,0.000
maf_Latn_removed,train,maf,Latn,Mafa,Afro-Asiatic,-,143,313481,306.13KB,108033,105.50KB,-,-
mag_Deva,train,mag,Deva,Magahi,Indo-European,401171,254,4300652,4.10MB,1118519,1.07MB,0.004,0.039
mag_Deva,test,mag,Deva,Magahi,Indo-European,3503,3,38048,37.16KB,20810,20.32KB,-,-
mag_Deva_removed,train,mag,Deva,Magahi,Indo-European,-,30596,110792009,105.66MB,28333651,27.02MB,-,-
mah_Latn,train,mah,Latn,Marshallese,Austronesian,1042610,1116,5455719,5.20MB,2135579,2.04MB,0.247,0.003
mah_Latn,test,mah,Latn,Marshallese,Austronesian,21030,15,129846,126.80KB,62565,61.10KB,-,-
mah_Latn_removed,train,mah,Latn,Marshallese,Austronesian,-,77313,154392586,147.24MB,43104899,41.11MB,-,-
mai_Deva,train,mai,Deva,Maithili,Indo-European,14026766,22787,175515481,167.38MB,47074596,44.89MB,0.005,0.026
mai_Deva,test,mai,Deva,Maithili,Indo-European,158692,232,1965374,1.87MB,553309,540.34KB,-,-
mai_Deva_removed,train,mai,Deva,Maithili,Indo-European,-,109790,457658149,436.46MB,103620824,98.82MB,-,-
maj_Latn,train,maj,Latn,Jalapa De Díaz Mazatec,Otomanguean,35362,50,238113,232.53KB,77532,75.71KB,1.000,0.000
maj_Latn_removed,train,maj,Latn,Jalapa De Díaz Mazatec,Otomanguean,-,30,66274,64.72KB,33761,32.97KB,-,-
mak_Latn,train,mak,Latn,Makasar,Austronesian,293489,142,1842730,1.76MB,627652,612.94KB,0.155,0.106
mak_Latn,test,mak,Latn,Makasar,Austronesian,2434,2,15324,14.96KB,12840,12.54KB,-,-
mak_Latn_removed,train,mak,Latn,Makasar,Austronesian,-,166820,347106576,331.03MB,120716053,115.12MB,-,-
mal_Latn,train,mal,Latn,Malayalam,Dravidian,2556572,3434,17714617,16.89MB,7399476,7.06MB,0.000,0.000
mal_Latn,test,mal,Latn,Malayalam,Dravidian,24716,30,175447,171.33KB,85540,83.54KB,-,-
mal_Latn_removed,train,mal,Latn,Malayalam,Dravidian,-,472872,336100804,320.53MB,161023827,153.56MB,-,-
mal_Mlym,train,mal,Mlym,Malayalam,Dravidian,1054187581,3322526,23909881915,22.27GB,5915341648,5.51GB,-,-
mal_Mlym,test,mal,Mlym,Malayalam,Dravidian,10891491,34542,247004033,235.56MB,62137362,59.26MB,-,-
mal_Mlym_removed,train,mal,Mlym,Malayalam,Dravidian,-,6255863,26357934023,24.55GB,6717992505,6.26GB,-,-
mam_Latn,train,mam,Latn,Mam,Mayan,2443668,2670,12137528,11.58MB,4583358,4.37MB,0.969,0.000
mam_Latn,test,mam,Latn,Mam,Mayan,29806,27,145887,142.47KB,67633,66.05KB,-,-
mam_Latn_removed,train,mam,Latn,Mam,Mayan,-,9073,11275611,10.75MB,4448160,4.24MB,-,-
maq_Latn,train,maq,Latn,Chiquihuitlán Mazatec,Otomanguean,425338,1798,2194855,2.09MB,741764,724.38KB,0.991,0.000
maq_Latn,test,maq,Latn,Chiquihuitlán Mazatec,Otomanguean,7620,25,38562,37.66KB,21262,20.76KB,-,-
maq_Latn_removed,train,maq,Latn,Chiquihuitlán Mazatec,Otomanguean,-,6498,3624058,3.46MB,1312275,1.25MB,-,-
mar_Deva,train,mar,Deva,Marathi,Indo-European,1541225070,3912702,24237886861,22.57GB,6278522796,5.85GB,-,-
mar_Deva,test,mar,Deva,Marathi,Indo-European,14933765,38137,235237001,224.34MB,62048691,59.17MB,-,-
mar_Deva_removed,train,mar,Deva,Marathi,Indo-European,-,2773141,13051421936,12.16GB,3349251397,3.12GB,-,-
mar_Latn,train,mar,Latn,Marathi,Indo-European,1326332,1757,7243457,6.91MB,3264635,3.11MB,0.000,0.002
mar_Latn,test,mar,Latn,Marathi,Indo-European,11549,21,62842,61.37KB,37788,36.90KB,-,-
mar_Latn_removed,train,mar,Latn,Marathi,Indo-European,-,416316,219064765,208.92MB,99194749,94.60MB,-,-
mas_Latn,train,mas,Latn,Masai,Nilo-Saharan,111927,711,682840,666.84KB,292544,285.69KB,0.020,0.000
mas_Latn,test,mas,Latn,Masai,Nilo-Saharan,374,5,2399,2.34KB,8082,7.89KB,-,-
mas_Latn_removed,train,mas,Latn,Masai,Nilo-Saharan,-,8477,23054988,21.99MB,6723873,6.41MB,-,-
mau_Latn,train,mau,Latn,Huautla Mazatec,Otomanguean,203777,379,1654554,1.58MB,497149,485.50KB,0.950,0.000
mau_Latn,test,mau,Latn,Huautla Mazatec,Otomanguean,2503,5,18746,18.31KB,23464,22.91KB,-,-
mau_Latn_removed,train,mau,Latn,Huautla Mazatec,Otomanguean,-,11113,4368098,4.17MB,1890635,1.80MB,-,-
mav_Latn,train,mav,Latn,Sateré-Mawé,Tupian,120563,91,704259,687.75KB,224412,219.15KB,0.978,0.000
mav_Latn,test,mav,Latn,Sateré-Mawé,Tupian,1071,1,6421,6.27KB,6705,6.55KB,-,-
mav_Latn_removed,train,mav,Latn,Sateré-Mawé,Tupian,-,12285,14454624,13.79MB,3792260,3.62MB,-,-
maw_Latn,train,maw,Latn,Mampruli,Niger-Congo,11547,26,50910,49.72KB,30718,30.00KB,0.962,0.000
maw_Latn_removed,train,maw,Latn,Mampruli,Niger-Congo,-,91,33142,32.37KB,22481,21.95KB,-,-
maz_Latn,train,maz,Latn,Central Mazahua,Otomanguean,480326,950,2274617,2.17MB,761798,743.94KB,0.988,0.003
maz_Latn,test,maz,Latn,Central Mazahua,Otomanguean,2922,10,14181,13.85KB,11826,11.55KB,-,-
maz_Latn_removed,train,maz,Latn,Central Mazahua,Otomanguean,-,2775,2088346,1.99MB,783032,764.68KB,-,-
mbb_Latn,train,mbb,Latn,Western Bukidnon Manobo,Austronesian,573579,1207,2897331,2.76MB,971408,948.64KB,1.000,0.000
mbb_Latn,test,mbb,Latn,Western Bukidnon Manobo,Austronesian,6334,14,31481,30.74KB,18084,17.66KB,-,-
mbb_Latn_removed,train,mbb,Latn,Western Bukidnon Manobo,Austronesian,-,5703,2328083,2.22MB,1131595,1.08MB,-,-
mbc_Latn,train,mbc,Latn,Macushi,Cariban,91924,88,575583,562.09KB,180112,175.89KB,0.955,0.000
mbc_Latn_removed,train,mbc,Latn,Macushi,Cariban,-,3729,1592076,1.52MB,765842,747.89KB,-,-
mbd_Latn,train,mbd,Latn,Dibabawon Manobo,Austronesian,42189,29,191803,187.31KB,59177,57.79KB,0.966,0.000
mbd_Latn_removed,train,mbd,Latn,Dibabawon Manobo,Austronesian,-,1159,2562631,2.44MB,458225,447.49KB,-,-
mbf_Latn,train,mbf,Latn,Baba Malay,Creole,46805,101,245107,239.36KB,125156,122.22KB,0.000,0.010
mbf_Latn_removed,train,mbf,Latn,Baba Malay,Creole,-,11694,38309569,36.53MB,12470068,11.89MB,-,-
mbh_Latn,train,mbh,Latn,Mangseng,Austronesian,366347,227,1598963,1.52MB,432652,422.51KB,1.000,0.000
mbh_Latn,test,mbh,Latn,Mangseng,Austronesian,2565,2,11543,11.27KB,8502,8.30KB,-,-
mbh_Latn_removed,train,mbh,Latn,Mangseng,Austronesian,-,90,944147,922.02KB,324125,316.53KB,-,-
mbi_Latn,train,mbi,Latn,Ilianen Manobo,Austronesian,220459,803,1085367,1.04MB,346693,338.57KB,1.000,0.000
mbi_Latn,test,mbi,Latn,Ilianen Manobo,Austronesian,5376,9,26583,25.96KB,15249,14.89KB,-,-
mbi_Latn_removed,train,mbi,Latn,Ilianen Manobo,Austronesian,-,3633,1133352,1.08MB,490317,478.83KB,-,-
mbj_Latn,train,mbj,Latn,Nadëb,Puinavean,83638,45,379122,370.24KB,125969,123.02KB,0.978,0.000
mbj_Latn_removed,train,mbj,Latn,Nadëb,Puinavean,-,244,506462,494.59KB,225967,220.67KB,-,-
mbl_Latn,train,mbl,Latn,Maxakalí,Maxakalian,185392,152,783553,765.19KB,240393,234.76KB,0.993,0.000
mbl_Latn,test,mbl,Latn,Maxakalí,Maxakalian,2527,1,10455,10.21KB,7868,7.68KB,-,-
mbl_Latn_removed,train,mbl,Latn,Maxakalí,Maxakalian,-,2776,5493514,5.24MB,1372442,1.31MB,-,-
mbs_Latn,train,mbs,Latn,Sarangani Manobo,Austronesian,138483,186,685463,669.40KB,210243,205.32KB,0.984,0.000
mbs_Latn_removed,train,mbs,Latn,Sarangani Manobo,Austronesian,-,1377,900652,879.54KB,316602,309.18KB,-,-
mbt_Latn,train,mbt,Latn,Matigsalug Manobo,Austronesian,747042,911,3594152,3.43MB,1140796,1.09MB,0.937,0.000
mbt_Latn,test,mbt,Latn,Matigsalug Manobo,Austronesian,11356,7,55857,54.55KB,24587,24.01KB,-,-
mbt_Latn_removed,train,mbt,Latn,Matigsalug Manobo,Austronesian,-,7936,3204496,3.06MB,1246394,1.19MB,-,-
mca_Latn,train,mca,Latn,Maca,Matacoan,201255,263,961103,938.58KB,328616,320.91KB,1.000,0.000
mca_Latn_removed,train,mca,Latn,Maca,Matacoan,-,4182,1527458,1.46MB,625939,611.27KB,-,-
mcb_Latn,train,mcb,Latn,Machiguenga,Maipurean,171840,96,1561052,1.49MB,457339,446.62KB,0.844,0.010
mcb_Latn_removed,train,mcb,Latn,Machiguenga,Maipurean,-,4374,11389103,10.86MB,2867219,2.73MB,-,-
mcd_Latn,train,mcd,Latn,Sharanahua,Panoan,175582,151,1050430,1.00MB,325442,317.81KB,0.960,0.000
mcd_Latn,test,mcd,Latn,Sharanahua,Panoan,830,1,5425,5.30KB,6241,6.09KB,-,-
mcd_Latn_removed,train,mcd,Latn,Sharanahua,Panoan,-,3616,19421014,18.52MB,3712246,3.54MB,-,-
mcf_Latn,train,mcf,Latn,Matsés,Panoan,42077,48,285819,279.12KB,83479,81.52KB,0.938,0.000
mcf_Latn_removed,train,mcf,Latn,Matsés,Panoan,-,7672,52944772,50.49MB,7646342,7.29MB,-,-
mck_Latn,train,mck,Latn,Mbunda,Niger-Congo,36821,55,211564,206.61KB,74443,72.70KB,0.873,0.000
mck_Latn_removed,train,mck,Latn,Mbunda,Niger-Congo,-,9273,47536798,45.33MB,6955792,6.63MB,-,-
mcn_Latn,train,mcn,Latn,Masana,Afro-Asiatic,6357,6,28004,27.35KB,24164,23.60KB,1.000,0.000
mcn_Latn_removed,train,mcn,Latn,Masana,Afro-Asiatic,-,1208,2026699,1.93MB,694506,678.23KB,-,-
mco_Latn,train,mco,Latn,Coatlán Mixe,Mixe-Zoquean,457832,547,3070765,2.93MB,1062564,1.01MB,0.932,0.000
mco_Latn,test,mco,Latn,Coatlán Mixe,Mixe-Zoquean,3300,4,21537,21.03KB,13365,13.05KB,-,-
mco_Latn_removed,train,mco,Latn,Coatlán Mixe,Mixe-Zoquean,-,14018,7284181,6.95MB,3403290,3.25MB,-,-
mcp_Latn,train,mcp,Latn,Makaa,Niger-Congo,45283,44,256988,250.96KB,92311,90.15KB,1.000,0.000
mcp_Latn_removed,train,mcp,Latn,Makaa,Niger-Congo,-,25446,32737044,31.22MB,11624954,11.09MB,-,-
mcq_Latn,train,mcq,Latn,Ese,Trans-New Guinea,387790,426,2252602,2.15MB,689392,673.23KB,0.998,0.000
mcq_Latn,test,mcq,Latn,Ese,Trans-New Guinea,4244,5,23486,22.94KB,12582,12.29KB,-,-
mcq_Latn_removed,train,mcq,Latn,Ese,Trans-New Guinea,-,170,390326,381.18KB,112030,109.40KB,-,-
mcu_Latn,train,mcu,Latn,Cameroon Mambila,Niger-Congo,377233,533,1770529,1.69MB,622373,607.79KB,1.000,0.000
mcu_Latn,test,mcu,Latn,Cameroon Mambila,Niger-Congo,1200,1,5789,5.65KB,6545,6.39KB,-,-
mcu_Latn_removed,train,mcu,Latn,Cameroon Mambila,Niger-Congo,-,1513,579862,566.27KB,255175,249.19KB,-,-
mda_Latn,train,mda,Latn,Mada (Nigeria),Niger-Congo,2077,4,11089,10.83KB,9349,9.13KB,1.000,0.000
mda_Latn_removed,train,mda,Latn,Mada (Nigeria),Niger-Congo,-,319,829991,810.54KB,346663,338.54KB,-,-
mdf_Cyrl,train,mdf,Cyrl,Moksha,Uralic,1311882,1783,14564539,13.89MB,4135419,3.94MB,0.000,0.367
mdf_Cyrl,test,mdf,Cyrl,Moksha,Uralic,18803,26,212217,207.24KB,77422,75.61KB,-,-
mdf_Cyrl_removed,train,mdf,Cyrl,Moksha,Uralic,-,65315,128500038,122.55MB,33779859,32.21MB,-,-
mdy_Ethi,train,mdy,Ethi,Male (Ethiopia),Afro-Asiatic,313775,527,3324099,3.17MB,936776,914.82KB,0.960,0.000
mdy_Ethi,test,mdy,Ethi,Male (Ethiopia),Afro-Asiatic,974,2,10326,10.08KB,13725,13.40KB,-,-
mdy_Ethi_removed,train,mdy,Ethi,Male (Ethiopia),Afro-Asiatic,-,704,4401113,4.20MB,520164,507.97KB,-,-
med_Latn,train,med,Latn,Melpa,Trans-New Guinea,759887,1093,3374491,3.22MB,1034177,1009.94KB,0.999,0.000
med_Latn,test,med,Latn,Melpa,Trans-New Guinea,1313,7,5946,5.81KB,15853,15.48KB,-,-
med_Latn_removed,train,med,Latn,Melpa,Trans-New Guinea,-,3591,2011458,1.92MB,647384,632.21KB,-,-
mee_Latn,train,mee,Latn,Mengen,Austronesian,323623,227,1599785,1.53MB,412967,403.29KB,1.000,0.000
mee_Latn,test,mee,Latn,Mengen,Austronesian,1042,1,5065,4.95KB,6462,6.31KB,-,-
mee_Latn_removed,train,mee,Latn,Mengen,Austronesian,-,153,430098,420.02KB,127678,124.69KB,-,-
mej_Latn,train,mej,Latn,Meyah,East Bird’s Head-Sentani,368732,390,1923939,1.83MB,539441,526.80KB,1.000,0.000
